sample_id	h0	h1	h2
DRS182467	5101.0	1826.1341850266924	1246.1326600036853
DRS182468	5433.0	1624.1033026473492	1136.0122423729715
DRS182469	5413.0	1739.9349606486728	1219.313747002109
DRS182470	5234.0	1783.2934058622832	1243.9492892457356
DRS182471	4728.0	1650.855219392717	1168.340804449932
DRS182472	5378.0	1801.2619789688931	1336.8943613201614
DRS182473	4975.0	1712.6729316767633	1202.0618826477482
DRS182474	4333.0	1775.3294344516637	1239.686369101478
DRS182475	5160.0	1801.9481274410437	1240.7291009342723
DRS182476	5334.0	1821.5326510682391	1266.7901758976536
DRS182477	5312.0	2061.457844046868	1421.0697596070752
DRS182478	5231.0	1963.7986253744073	1339.6321761998156
DRS182479	5407.0	1808.7572230720825	1226.926992359824
DRS182480	5169.0	1714.2048953639335	1174.3332690995355
DRS182481	5409.0	1670.689015512187	1171.649067686526
DRS182482	5035.0	1775.3589279585692	1253.392263813071
DRS182483	5679.0	1829.5773088049316	1253.3507362163546
DRS182484	5620.0	1864.623543956583	1300.5008012179374
DRS182485	5901.0	1638.2100420524716	1181.1317318241124
DRS182486	5239.0	1999.7494617609989	1403.9150434914538
DRS182487	6028.0	1808.9722170305517	1261.3647718761079
DRS182488	6271.0	1814.9563315452667	1238.6993838961964
DRS182489	5556.0	1727.0988564825107	1162.5062323537752
DRS182490	5186.0	1824.7969155521955	1289.7288556410863
SRS8850256	3563.0	1651.6423026271912	1163.04200255154
SRS8850257	4569.0	1565.1724351640187	1085.3828206663502
SRS8850258	3783.0	1598.9475936022686	1114.7010788482296
SRS8850259	3757.0	1576.1419858120144	1071.8095224262247
SRS8850260	4474.0	1886.4475556275765	1252.67514378297
SRS8850261	3653.0	1582.125041047279	1090.3672384398014
SRS8850262	3453.0	1563.5517723673686	1097.006489346242
SRS8850263	3693.0	1622.6258499909982	1118.6147834472283
SRS8850264	4367.0	1815.8575950254913	1189.5571336118765
SRS8850265	3470.0	1618.9295775237572	1119.233612625135
SRS8850266	3551.0	1563.6002437034233	1079.1787472441463
SRS8850267	4289.0	1568.6151091968159	1090.300838650614
SRS8850268	4342.0	1604.0005131591486	1094.339020986524
SRS8850269	3655.0	1504.6545574268691	1061.68409711686
SRS8850270	4417.0	1598.8640124357157	1095.4105260696163
SRS8850271	3666.0	1750.766983078356	1183.6265758999075
SRS8850272	3515.0	1714.6989001265217	1160.6833343544852
SRS8850273	4240.0	1769.096529941127	1201.7680996945771
SRS8850274	4417.0	1934.2145901289161	1263.1864438954067
SRS8850275	3728.0	1656.096508395951	1110.347402405135
SRS8850276	3670.0	1622.7713727535688	1099.4018708685228
SRS8850277	4266.0	1864.7218763046317	1246.9781470937994
SRS8850278	4338.0	1790.2609433008918	1177.9043437565724
SRS8850279	4461.0	1727.8168153726572	1163.1142747071904
SRS8850280	4322.0	1788.9087119749026	1209.7886478812595
SRS8850281	3665.0	1652.3390767043634	1141.4892136743676
SRS8850282	4333.0	1432.9821393203047	974.007005086479
SRS8850283	4436.0	1824.8445390727	1245.5458081577037
SRS8850284	4787.0	1640.6995480317526	1107.0921129877686
SRS8850286	4725.0	1687.5587264073426	1155.1923122136586
SRS8850287	3929.0	1635.5763663837033	1113.59389332083
SRS8850288	4278.0	1666.389782891299	1130.104244790165
SRS8850289	4557.0	1668.5405644360135	1135.433386236485
SRS8850290	3436.0	1383.7038953903625	960.1341083101528
SRS8850291	4628.0	1910.7744123941582	1276.9499043943083
SRS8850292	3675.0	1573.7310201243579	1082.252703257012
SRS8850293	4580.0	1575.4101559704995	1076.1270430216612
SRS8850294	3368.0	1583.4785028683852	1084.4137683022307
SRS8850295	3296.0	1524.6688255869208	1063.9237701757747
SRS8850296	3922.0	1723.8423203721995	1164.6109663883408
SRS8850297	3583.0	1531.9275293213616	1035.6835015653478
SRS8850298	4473.0	1685.629808380366	1136.0844749863911
