ASV_ID	OTU_ID
ASV2986433	ASV3239302
ASV2987444	ASV2554617
ASV2988002	ASV3239302
ASV2988005	ASV3239302
ASV2990586	ASV3239302
ASV37341	ASV3238658
ASV37398	ASV1104570
ASV37411	ASV3239319
ASV37412	ASV3239321
ASV37414	ASV3239321
ASV37422	ASV3239385
ASV37424	ASV3244620
ASV37427	ASV136121
ASV37430	ASV136121
ASV44065	ASV38915
ASV546472	ASV1103839
ASV547505	ASV3237294
ASV57252	ASV37343
ASV57390	ASV3239393
ASV57391	ASV3239393
ASV57397	ASV3239376
ASV71745	ASV1105009
ASV103204	ASV1104692
ASV103257	ASV1104682
ASV103264	ASV2982395
ASV103272	ASV2982395
ASV103274	ASV1104682
ASV103275	ASV1104682
ASV103277	ASV1104692
ASV103280	ASV1104692
ASV103284	ASV1104682
ASV103588	ASV3239302
ASV1066663	ASV3239976
ASV1066980	ASV3240080
ASV1067286	ASV3240217
ASV122947	ASV101838
ASV122951	ASV3236231
ASV122954	ASV3236231
ASV122956	ASV3236238
ASV122963	ASV13724
ASV123039	ASV128842
ASV123057	ASV1103598
ASV123063	ASV129434
ASV123071	ASV129748
ASV123079	ASV36907
ASV123082	ASV123081
ASV123086	ASV130006
ASV123092	ASV699632
ASV123096	ASV1103613
ASV123579	ASV3238099
ASV123587	ASV3238099
ASV123593	ASV3238099
ASV123607	ASV3238099
ASV123608	ASV3238099
ASV123609	ASV3238210
ASV123614	ASV3238210
ASV1270482	ASV3239319
ASV1270486	ASV3239321
ASV1270512	ASV3239368
ASV1270515	ASV3239376
ASV1270519	ASV3239385
ASV1270521	ASV3244620
ASV1270525	ASV3239393
ASV1270528	ASV3239393
ASV1270530	ASV3239393
ASV1270541	ASV3239393
ASV1270546	ASV136121
ASV1270551	ASV136121
ASV1381067	ASV3236231
ASV1381160	ASV1103513
ASV1381170	ASV1103513
ASV1381825	ASV3236531
ASV1381909	ASV2550769
ASV1381918	ASV129748
ASV1381926	ASV129748
ASV1381939	ASV129748
ASV1381952	ASV129748
ASV1381962	ASV129748
ASV1381964	ASV129748
ASV1381986	ASV40673
ASV1382008	ASV1103605
ASV1382020	ASV1103605
ASV1384572	ASV3237172
ASV1387886	ASV3238168
ASV151722	ASV3239875
ASV151745	ASV2555665
ASV151762	ASV3239976
ASV151783	ASV3240139
ASV151793	ASV3240207
ASV151794	ASV3240217
ASV17637	ASV2982395
ASV17650	ASV3239302
ASV17662	ASV3239302
ASV26779	ASV3238168
ASV26780	ASV3238168
ASV28701	ASV40441
ASV287468	ASV1104692
ASV287580	ASV103267
ASV295550	ASV3239875
ASV295575	ASV3240003
ASV2982162	ASV1104682
ASV2982399	ASV2982395
ASV2982512	ASV1104682
ASV3100617	ASV2555665
ASV3100756	ASV40441
ASV3100765	ASV40441
ASV3100778	ASV3239976
ASV3100794	ASV3240003
ASV3100814	ASV3239976
ASV3100818	ASV3239976
ASV3100820	ASV3239976
ASV3100824	ASV3239976
ASV3100865	ASV3240052
ASV3100907	ASV3240110
ASV3101037	ASV3240202
ASV37349	ASV1104682
ASV37350	ASV1104692
ASV37360	ASV1104682
ASV37363	ASV103267
ASV37364	ASV3238878
ASV37368	ASV1104692
ASV37370	ASV1104682
ASV39729	ASV3236231
ASV39730	ASV3236238
ASV39733	ASV1103513
ASV39734	ASV1103513
ASV39757	ASV1103605
ASV39849	ASV3237305
ASV39850	ASV3237305
ASV484387	ASV36514
ASV540886	ASV101839
ASV540949	ASV3236231
ASV540959	ASV3236231
ASV541078	ASV13724
ASV541101	ASV13724
ASV541122	ASV541121
ASV542208	ASV1103566
ASV542230	ASV1103566
ASV542297	ASV128842
ASV542477	ASV1103579
ASV542667	ASV129434
ASV542692	ASV129434
ASV542694	ASV129434
ASV542724	ASV699632
ASV542829	ASV129748
ASV543205	ASV699632
ASV543264	ASV699632
ASV543268	ASV699632
ASV543313	ASV1103613
ASV552528	ASV3238099
ASV552557	ASV3238099
ASV552644	ASV3238099
ASV552765	ASV3238168
ASV552849	ASV3238099
ASV552905	ASV3238099
ASV552911	ASV3238099
ASV552927	ASV3238210
ASV552953	ASV3238210
ASV57273	ASV1104692
ASV57274	ASV1104682
ASV57296	ASV103267
ASV57298	ASV1104682
ASV57299	ASV1104682
ASV57301	ASV103267
ASV57305	ASV1104692
ASV57309	ASV1104692
ASV57311	ASV1104692
ASV62452	ASV3236531
ASV62456	ASV129748
ASV62462	ASV129748
ASV62463	ASV129823
ASV62608	ASV3237302
ASV62736	ASV3238099
ASV62740	ASV3238099
ASV62746	ASV3238099
ASV71759	ASV3240023
ASV71762	ASV3240080
ASV71768	ASV3240221
ASV723831	ASV723830
ASV102824	ASV3238291
ASV1066049	ASV37488
ASV1270463	ASV3239302
ASV1270481	ASV3239319
ASV1270483	ASV3239319
ASV1270487	ASV3239321
ASV1270513	ASV3239368
ASV1270520	ASV3239385
ASV1270522	ASV3244620
ASV1270529	ASV3239393
ASV1270532	ASV3239393
ASV1270533	ASV2554617
ASV1270547	ASV136121
ASV1270552	ASV136121
ASV1270562	ASV3239302
ASV148033	ASV3238053
ASV151733	ASV111817
ASV164636	ASV3239393
ASV175759	ASV3237294
ASV25277	ASV3238291
ASV3100372	ASV2555580
ASV3100464	ASV3239887
ASV3100510	ASV111817
ASV3100519	ASV38915
ASV3100567	ASV3239919
ASV3100582	ASV3239927
ASV3100604	ASV3239935
ASV3100634	ASV1105009
ASV3100649	ASV2998161
ASV37265	ASV3238291
ASV44067	ASV3239927
ASV44068	ASV3239927
ASV44069	ASV3239935
ASV1270534	ASV2554617
ASV1405597	ASV3236231
ASV1405677	ASV3236238
ASV1405701	ASV3236238
ASV1405791	ASV3236246
ASV1405942	ASV1103513
ASV1407749	ASV2555665
ASV1409202	ASV40441
ASV1409276	ASV3239976
ASV1409369	ASV3240003
ASV1409449	ASV3239976
ASV1409455	ASV3239976
ASV1409465	ASV3239976
ASV1409559	ASV3240038
ASV1409749	ASV3240052
ASV1410434	ASV3236531
ASV1410998	ASV2550769
ASV1411074	ASV129748
ASV1411187	ASV129748
ASV1416979	ASV3237172
ASV1416994	ASV3237172
ASV164628	ASV3239302
ASV164638	ASV3239302
ASV175501	ASV3236231
ASV175511	ASV1103513
ASV175588	ASV40441
ASV175592	ASV3239976
ASV175594	ASV3240003
ASV175598	ASV3239976
ASV175623	ASV129434
ASV175629	ASV3240110
ASV175644	ASV129748
ASV175651	ASV40673
ASV175653	ASV1103605
ASV175742	ASV3237172
ASV175956	ASV3238168
ASV43488	ASV3238030
ASV43489	ASV3238030
ASV43490	ASV3238030
ASV43491	ASV3238030
ASV43492	ASV3238030
ASV43493	ASV3238030
ASV43494	ASV3238030
ASV70445	ASV3238030
ASV70446	ASV3238030
ASV1407208	ASV2555580
ASV1407531	ASV38915
ASV1407708	ASV3239927
ASV1407770	ASV1105009
ASV1407785	ASV2998161
ASV1407798	ASV112093
ASV14441	ASV3239368
ASV14442	ASV3239393
ASV14443	ASV3239393
ASV14444	ASV136121
ASV14445	ASV136121
ASV1516668	ASV3236486
ASV1533807	ASV3237294
ASV175543	ASV3239887
ASV175554	ASV3239935
ASV175556	ASV1105009
ASV18729	ASV3239321
ASV18731	ASV3239385
ASV27034	ASV3239319
ASV27035	ASV3239319
ASV63720	ASV3239376
ASV77471	ASV3239927
ASV1200038	ASV142926
ASV126777	ASV2554617
ASV1510512	ASV3236231
ASV1510702	ASV3236238
ASV1511139	ASV1103513
ASV1512741	ASV2555665
ASV1515816	ASV3239976
ASV1515861	ASV40441
ASV1516010	ASV40441
ASV1516045	ASV40441
ASV1516107	ASV3239976
ASV1516171	ASV3240003
ASV1516237	ASV3239976
ASV1516246	ASV3239976
ASV1516249	ASV3239976
ASV1516266	ASV3239976
ASV1516321	ASV3240038
ASV1516457	ASV3240052
ASV1516730	ASV128842
ASV1517017	ASV3236531
ASV1517730	ASV3240110
ASV1517761	ASV2550769
ASV1518753	ASV40673
ASV1518998	ASV1103605
ASV1532781	ASV3237172
ASV1533895	ASV3237302
ASV1547112	ASV1042363
ASV178213	ASV3236231
ASV178274	ASV1103513
ASV178745	ASV129434
ASV181622	ASV3238168
ASV27033	ASV3239302
ASV27040	ASV3239302
ASV43477	ASV3238030
ASV43478	ASV3238030
ASV43479	ASV3238030
ASV43480	ASV3238030
ASV43481	ASV3238030
ASV43482	ASV3238030
ASV43483	ASV3238030
ASV43506	ASV3238050
ASV43507	ASV3238050
ASV43508	ASV3238050
ASV43509	ASV3238050
ASV43510	ASV3238050
ASV43511	ASV3238050
ASV63669	ASV3238639
ASV70436	ASV3238030
ASV70437	ASV3238030
ASV70476	ASV3238050
ASV70477	ASV3238050
ASV70478	ASV3238050
ASV126769	ASV3239376
ASV126771	ASV3239385
ASV126775	ASV3239393
ASV126840	ASV139093
ASV127996	ASV3236436
ASV128034	ASV3236448
ASV128036	ASV3236448
ASV131911	ASV1104989
ASV131912	ASV1104989
ASV131913	ASV1104989
ASV131914	ASV1104989
ASV131915	ASV1104989
ASV131916	ASV1104989
ASV131931	ASV1104989
ASV131932	ASV1104989
ASV131933	ASV1104989
ASV131949	ASV1104989
ASV1512180	ASV3239875
ASV1512237	ASV111729
ASV1512244	ASV3239875
ASV1512278	ASV3239887
ASV1512479	ASV3239919
ASV1512597	ASV3239927
ASV1512662	ASV3239927
ASV1512752	ASV1105009
ASV178336	ASV38915
ASV1914650	ASV3239319
ASV1914655	ASV3239321
ASV1914711	ASV3239368
ASV1914734	ASV3239368
ASV1914761	ASV3239393
ASV1914794	ASV3239393
ASV1914816	ASV136121
ASV1914828	ASV136121
ASV27038	ASV3239368
ASV40279	ASV3238658
ASV40305	ASV3239319
ASV40313	ASV3239393
ASV40314	ASV136121
ASV40316	ASV136121
ASV40940	ASV1104989
ASV40941	ASV1104989
ASV40942	ASV1104989
ASV40943	ASV1104989
ASV40944	ASV1104989
ASV40945	ASV1104989
ASV40946	ASV1104989
ASV40950	ASV1104989
ASV40951	ASV1104989
ASV40952	ASV1104989
ASV40953	ASV1104989
ASV40954	ASV1104989
ASV40955	ASV1104989
ASV635122	ASV3238696
ASV635883	ASV40287
ASV63716	ASV3239321
ASV63717	ASV3239321
ASV63723	ASV3244620
ASV63724	ASV3239393
ASV63726	ASV37426
ASV63728	ASV136121
ASV637403	ASV3239393
ASV65086	ASV1104989
ASV65087	ASV1104989
ASV65096	ASV1104989
ASV65097	ASV1104989
ASV65098	ASV1104989
ASV65099	ASV1104989
ASV65100	ASV1104989
ASV65101	ASV1104989
ASV65106	ASV1104989
ASV65107	ASV1104989
ASV65110	ASV1104989
ASV65111	ASV1104989
ASV741212	ASV1104989
ASV126649	ASV1104682
ASV126679	ASV2982395
ASV126791	ASV3239302
ASV148041	ASV3238055
ASV148042	ASV3238055
ASV1914126	ASV1104692
ASV1914774	ASV2554617
ASV1914872	ASV3239302
ASV217924	ASV3239302
ASV40291	ASV1104692
ASV40303	ASV3239302
ASV40317	ASV3239302
ASV43518	ASV3238055
ASV43519	ASV3238055
ASV43520	ASV3238055
ASV43521	ASV3238055
ASV43522	ASV3238055
ASV43523	ASV3238055
ASV43524	ASV3238055
ASV635903	ASV2982395
ASV635913	ASV1104692
ASV635960	ASV1104692
ASV635988	ASV57312
ASV63680	ASV1104682
ASV70487	ASV3238055
ASV70488	ASV3238055
ASV70489	ASV3238055
ASV70490	ASV3238055
ASV70491	ASV3238055
ASV70492	ASV3238055
ASV70498	ASV3238055
ASV70499	ASV3238055
ASV104973	ASV3239393
ASV137968	ASV3236700
ASV137969	ASV3236700
ASV137970	ASV3236700
ASV298592	ASV3238658
ASV298664	ASV3239368
ASV298670	ASV3239393
ASV3139787	ASV3239319
ASV3139801	ASV3239321
ASV3140163	ASV3239385
ASV3140172	ASV3244620
ASV3140218	ASV3239393
ASV3140300	ASV136121
ASV3140326	ASV136121
ASV3140331	ASV136121
ASV41804	ASV3236700
ASV43428	ASV3237947
ASV66823	ASV3236700
ASV66824	ASV3236700
ASV66825	ASV3236700
ASV66826	ASV3236700
ASV70283	ASV3237947
ASV70284	ASV3237947
ASV70285	ASV3237947
ASV70286	ASV3237947
ASV70287	ASV3237947
ASV70288	ASV3237947
ASV70289	ASV3237947
ASV70290	ASV3237947
ASV137394	ASV3236598
ASV137395	ASV3236598
ASV137396	ASV3236598
ASV137397	ASV3236598
ASV137398	ASV3236598
ASV137399	ASV3236598
ASV137568	ASV3236623
ASV137569	ASV3236623
ASV137572	ASV3236623
ASV137709	ASV3236598
ASV137711	ASV3236598
ASV137713	ASV3236598
ASV137768	ASV3236633
ASV137839	ASV3236662
ASV137988	ASV3236704
ASV138015	ASV3240284
ASV138190	ASV3236743
ASV138306	ASV3236743
ASV138307	ASV3236743
ASV138443	ASV1103711
ASV138954	ASV138952
ASV138956	ASV138952
ASV139118	ASV3236920
ASV139124	ASV3236920
ASV139125	ASV3236920
ASV139132	ASV3236920
ASV139211	ASV3236940
ASV139214	ASV3236940
ASV139229	ASV3236941
ASV139230	ASV3236941
ASV139286	ASV3236948
ASV139297	ASV3236948
ASV139298	ASV3236948
ASV139299	ASV3236948
ASV139301	ASV3236948
ASV139302	ASV3236948
ASV139303	ASV3236948
ASV139403	ASV3236980
ASV139423	ASV3236980
ASV139430	ASV3236976
ASV139434	ASV3236982
ASV139435	ASV3236982
ASV139436	ASV3236982
ASV139437	ASV3236982
ASV140739	ASV3235866
ASV140930	ASV3237145
ASV140931	ASV3237145
ASV140932	ASV3237145
ASV140933	ASV3237145
ASV140935	ASV3237145
ASV141277	ASV3237197
ASV141636	ASV3236579
ASV141640	ASV3236579
ASV141790	ASV3236002
ASV141793	ASV3236002
ASV142043	ASV3239676
ASV145602	ASV3237681
ASV147230	ASV3237945
ASV147242	ASV1104219
ASV147243	ASV1104219
ASV147244	ASV1104219
ASV147424	ASV1104275
ASV150230	ASV3238450
ASV2553340	ASV3238053
ASV3139611	ASV3239302
ASV3140228	ASV2554617
ASV41719	ASV1103638
ASV41756	ASV3236598
ASV41757	ASV3236598
ASV41836	ASV3236743
ASV41837	ASV3236743
ASV41838	ASV3236743
ASV41839	ASV3236743
ASV41842	ASV3236743
ASV41882	ASV41879
ASV41905	ASV3236801
ASV41987	ASV3236948
ASV42010	ASV3236982
ASV42277	ASV3237197
ASV42278	ASV3237197
ASV42279	ASV3237197
ASV42280	ASV3237197
ASV42281	ASV3237197
ASV42282	ASV3237197
ASV42346	ASV3236579
ASV42347	ASV3236579
ASV42351	ASV3236579
ASV42352	ASV3236579
ASV42354	ASV3236579
ASV42370	ASV3235950
ASV42371	ASV3235950
ASV42372	ASV3235950
ASV42373	ASV3235950
ASV42374	ASV3235950
ASV42375	ASV3235950
ASV42376	ASV3235950
ASV43369	ASV3237945
ASV43370	ASV3237945
ASV43371	ASV3237945
ASV43410	ASV1104275
ASV43411	ASV1104275
ASV43412	ASV1104275
ASV663272	ASV3243319
ASV66615	ASV3236598
ASV66645	ASV1103638
ASV66648	ASV1103638
ASV66679	ASV137559
ASV66684	ASV3236623
ASV66721	ASV3236598
ASV66728	ASV3236598
ASV66729	ASV3236598
ASV66731	ASV3236598
ASV66732	ASV3236598
ASV66733	ASV3236598
ASV66752	ASV3236633
ASV66753	ASV3236633
ASV66754	ASV3236633
ASV66757	ASV3236633
ASV66760	ASV3236633
ASV66763	ASV3236633
ASV66764	ASV3236633
ASV66779	ASV3236660
ASV66787	ASV3236662
ASV66788	ASV3236662
ASV66790	ASV3236662
ASV66791	ASV3236662
ASV66793	ASV3236662
ASV66829	ASV3236704
ASV66835	ASV3240284
ASV66836	ASV3240284
ASV66837	ASV3240284
ASV66838	ASV3240284
ASV66839	ASV3240284
ASV66841	ASV3240284
ASV66905	ASV3236743
ASV66911	ASV3236743
ASV66974	ASV3236778
ASV66975	ASV3236778
ASV66976	ASV3236778
ASV66977	ASV3236778
ASV66978	ASV3236778
ASV66979	ASV3236778
ASV66981	ASV3236778
ASV67076	ASV138601
ASV67080	ASV3236801
ASV67081	ASV3236801
ASV67082	ASV3236801
ASV67083	ASV3236801
ASV67084	ASV3236801
ASV67085	ASV3236801
ASV67086	ASV3236801
ASV67087	ASV3236801
ASV67235	ASV138952
ASV67307	ASV3236940
ASV67334	ASV3236948
ASV67335	ASV3236948
ASV67336	ASV3236948
ASV67338	ASV3236948
ASV67339	ASV3236948
ASV67343	ASV3236948
ASV67344	ASV3236948
ASV67385	ASV3236980
ASV67386	ASV3236980
ASV67387	ASV3236980
ASV67390	ASV3236980
ASV67407	ASV139469
ASV67806	ASV3235866
ASV67975	ASV3237197
ASV67976	ASV3237197
ASV68105	ASV3236579
ASV68106	ASV3236579
ASV68107	ASV3236579
ASV68108	ASV3236579
ASV68109	ASV3236579
ASV68110	ASV3236579
ASV68115	ASV3236579
ASV68116	ASV3236579
ASV68117	ASV3236579
ASV68118	ASV3236579
ASV68156	ASV3235950
ASV68157	ASV3235950
ASV68170	ASV3236002
ASV69537	ASV3237681
ASV69538	ASV3237681
ASV69539	ASV3237681
ASV69540	ASV3237681
ASV69921	ASV3236095
ASV70172	ASV3237945
ASV70173	ASV3237945
ASV70174	ASV3237945
ASV70175	ASV3237945
ASV70176	ASV3237945
ASV70181	ASV1104219
ASV70250	ASV3237969
ASV70252	ASV3237969
ASV70266	ASV1104275
ASV70267	ASV1104275
ASV70268	ASV1104275
ASV70269	ASV1104275
ASV70270	ASV1104275
ASV71378	ASV3236195
ASV816230	ASV3236598
ASV818593	ASV3236623
ASV819835	ASV3236598
ASV819961	ASV3236598
ASV820385	ASV3236598
ASV832705	ASV138601
ASV836151	ASV1103730
ASV837681	ASV3236858
ASV838146	ASV138952
ASV839563	ASV3236920
ASV839610	ASV3236920
ASV839611	ASV3236920
ASV839612	ASV3236920
ASV839613	ASV3236920
ASV839705	ASV3236920
ASV839805	ASV139146
ASV839806	ASV139146
ASV839808	ASV139146
ASV840034	ASV139167
ASV840463	ASV3236940
ASV840465	ASV3236940
ASV840690	ASV139244
ASV842538	ASV3236980
ASV842815	ASV3236976
ASV843391	ASV139469
ASV861717	ASV3235866
ASV862065	ASV3235866
ASV862068	ASV3235866
ASV867568	ASV3236579
ASV877119	ASV3236579
ASV880049	ASV3235950
ASV884620	ASV3239676
ASV884623	ASV3239676
ASV974589	ASV1104219
ASV10275	ASV3236486
ASV1028488	ASV3238450
ASV10474	ASV3237294
ASV111234	ASV3236313
ASV111235	ASV3236313
ASV111236	ASV3236313
ASV111237	ASV3236313
ASV111238	ASV3236313
ASV111239	ASV3236313
ASV111240	ASV3236313
ASV111241	ASV3236313
ASV111258	ASV3236313
ASV111261	ASV3236313
ASV128160	ASV128159
ASV128162	ASV128159
ASV128164	ASV128159
ASV128584	ASV3240023
ASV128589	ASV3240023
ASV129001	ASV36876
ASV130413	ASV130412
ASV130416	ASV130412
ASV130417	ASV130412
ASV137290	ASV3236589
ASV137324	ASV137323
ASV137325	ASV137323
ASV137326	ASV137323
ASV137442	ASV3236607
ASV137443	ASV3236607
ASV137546	ASV3236614
ASV138149	ASV3236736
ASV138150	ASV3236736
ASV138151	ASV3236736
ASV138152	ASV3236736
ASV138366	ASV1103707
ASV138522	ASV1103668
ASV138523	ASV1103668
ASV138524	ASV1103668
ASV138582	ASV138601
ASV138584	ASV138601
ASV138585	ASV138601
ASV138587	ASV138601
ASV138693	ASV3236810
ASV138725	ASV3236817
ASV138726	ASV3236817
ASV138727	ASV3236817
ASV138728	ASV3236817
ASV138751	ASV3236821
ASV138752	ASV3236821
ASV139512	ASV3236997
ASV139770	ASV3236589
ASV139771	ASV3236589
ASV141847	ASV3237294
ASV144002	ASV3237508
ASV14485	ASV3236486
ASV14493	ASV12004
ASV14494	ASV36876
ASV147582	ASV3237990
ASV147583	ASV3237990
ASV147584	ASV3237990
ASV147585	ASV3237990
ASV147650	ASV1104290
ASV147651	ASV1104290
ASV148872	ASV3238255
ASV149691	ASV3238359
ASV149706	ASV1103465
ASV149707	ASV1103465
ASV149915	ASV1104390
ASV149959	ASV1104395
ASV149960	ASV1104395
ASV149962	ASV1104395
ASV150218	ASV3238450
ASV150220	ASV3238450
ASV1521137	ASV3238658
ASV1525361	ASV3239319
ASV1525388	ASV3239319
ASV1525428	ASV3239321
ASV1525873	ASV3239368
ASV1525907	ASV3239376
ASV1525950	ASV3239385
ASV1525982	ASV3244620
ASV1526037	ASV3239393
ASV1526053	ASV3239393
ASV1526160	ASV3239393
ASV1526269	ASV136121
ASV1531013	ASV139093
ASV1584	ASV3237294
ASV179838	ASV136121
ASV18785	ASV3240023
ASV2506	ASV25078
ASV2530	ASV3237294
ASV2553341	ASV3238053
ASV2553342	ASV3238030
ASV2660	ASV25078
ASV27177	ASV12004
ASV2872	ASV25078
ASV2969621	ASV3238053
ASV2969623	ASV3238030
ASV3340	ASV3236486
ASV3343	ASV25078
ASV340441	ASV1103513
ASV3644	ASV3240023
ASV3987	ASV36876
ASV4042	ASV3237294
ASV40559	ASV36876
ASV40560	ASV36876
ASV41692	ASV3236589
ASV41848	ASV3236736
ASV41849	ASV3236736
ASV41850	ASV3236736
ASV41852	ASV3236736
ASV41890	ASV1103668
ASV41891	ASV1103668
ASV41918	ASV3236810
ASV42067	ASV3236589
ASV42074	ASV3237040
ASV42075	ASV3237040
ASV42076	ASV3237040
ASV42077	ASV3237040
ASV42078	ASV3237040
ASV42079	ASV3237040
ASV42080	ASV3237040
ASV42091	ASV3237044
ASV42985	ASV3243910
ASV42986	ASV3243910
ASV42987	ASV3243910
ASV42988	ASV3243910
ASV42989	ASV3243910
ASV42993	ASV3243910
ASV42994	ASV3243910
ASV42995	ASV3243910
ASV42996	ASV3243910
ASV42997	ASV3243910
ASV42999	ASV3243910
ASV4354	ASV3240023
ASV43784	ASV3238359
ASV43785	ASV3238359
ASV43850	ASV1104395
ASV4428	ASV3237294
ASV5234	ASV3240023
ASV548060	ASV142926
ASV60178	ASV3236313
ASV60474	ASV3236390
ASV6408	ASV18809
ASV6409	ASV12004
ASV64155	ASV128159
ASV64756	ASV130412
ASV64757	ASV130412
ASV64758	ASV130412
ASV66585	ASV3236589
ASV66586	ASV3236589
ASV66587	ASV3236589
ASV66588	ASV3236589
ASV66589	ASV3236589
ASV66590	ASV3236589
ASV66632	ASV3236607
ASV66887	ASV3236736
ASV66888	ASV3236736
ASV66892	ASV3236736
ASV66893	ASV3236736
ASV66894	ASV3236736
ASV66895	ASV3236736
ASV66896	ASV3236736
ASV66897	ASV3236736
ASV66922	ASV3236736
ASV66923	ASV3236736
ASV66924	ASV3236736
ASV66925	ASV3236736
ASV66926	ASV3236736
ASV66927	ASV3236736
ASV66931	ASV3236736
ASV66932	ASV3236736
ASV66933	ASV3236736
ASV66934	ASV3236736
ASV66935	ASV3236736
ASV66937	ASV3236736
ASV67049	ASV1103668
ASV67050	ASV1103668
ASV67051	ASV1103668
ASV67111	ASV3236810
ASV67112	ASV3236810
ASV67113	ASV3236810
ASV67114	ASV3236810
ASV67115	ASV3236810
ASV67116	ASV3236810
ASV67117	ASV3236810
ASV67118	ASV3236810
ASV67121	ASV3236810
ASV67133	ASV3236817
ASV67134	ASV3236817
ASV67139	ASV3236821
ASV67140	ASV3236821
ASV67141	ASV3236821
ASV67143	ASV3236821
ASV67144	ASV3236821
ASV67155	ASV3236817
ASV67156	ASV3236817
ASV67157	ASV3236817
ASV67158	ASV3236817
ASV67159	ASV3236817
ASV67160	ASV3236817
ASV67161	ASV3236817
ASV67162	ASV3236817
ASV67163	ASV3236817
ASV67418	ASV3236997
ASV67419	ASV3236997
ASV67422	ASV3236997
ASV67429	ASV3236997
ASV67430	ASV3236997
ASV67431	ASV3236997
ASV67432	ASV3236997
ASV67433	ASV3236997
ASV67434	ASV3236997
ASV67435	ASV3236997
ASV67436	ASV3236997
ASV67513	ASV3236589
ASV67514	ASV3236589
ASV67515	ASV3236589
ASV67516	ASV3236589
ASV67517	ASV3236589
ASV67518	ASV3236589
ASV67539	ASV3237040
ASV67540	ASV3237040
ASV68190	ASV3237294
ASV68935	ASV3237508
ASV68936	ASV3237508
ASV68937	ASV3237508
ASV68938	ASV3237508
ASV68939	ASV3237508
ASV68940	ASV3237508
ASV68941	ASV3237508
ASV69402	ASV3243910
ASV69403	ASV3243910
ASV69410	ASV3243910
ASV69411	ASV3243910
ASV70332	ASV3237990
ASV70333	ASV3237990
ASV70335	ASV3237990
ASV70336	ASV3237990
ASV70999	ASV3238359
ASV71000	ASV3238359
ASV71001	ASV3238359
ASV71002	ASV3238359
ASV71003	ASV3238359
ASV71004	ASV3238359
ASV71008	ASV1103465
ASV71099	ASV1104395
ASV71100	ASV1104395
ASV71101	ASV1104395
ASV71102	ASV1104395
ASV71185	ASV3238450
ASV71186	ASV3238450
ASV7990	ASV3240023
ASV7993	ASV18809
ASV8116	ASV3237294
ASV815580	ASV137323
ASV815581	ASV137323
ASV815582	ASV137323
ASV815584	ASV137323
ASV816053	ASV1103631
ASV816054	ASV1103631
ASV818356	ASV3236614
ASV824661	ASV3236714
ASV826241	ASV3236736
ASV843968	ASV3236997
ASV843969	ASV3236997
ASV876474	ASV876473
ASV880996	ASV880995
ASV880997	ASV880995
ASV880998	ASV880995
ASV880999	ASV880995
ASV1000193	ASV3238099
ASV1000942	ASV3238099
ASV1004599	ASV3238246
ASV1004600	ASV3238246
ASV1004672	ASV3238246
ASV10235	ASV3236231
ASV10236	ASV36845
ASV10237	ASV13724
ASV10238	ASV13724
ASV10239	ASV3236231
ASV10243	ASV10242
ASV10252	ASV3239875
ASV10258	ASV3239905
ASV10270	ASV3239976
ASV10272	ASV3239976
ASV10273	ASV542232
ASV10274	ASV542232
ASV10276	ASV128842
ASV10277	ASV128842
ASV10279	ASV3236531
ASV10280	ASV3236531
ASV10286	ASV129748
ASV10289	ASV130006
ASV10290	ASV130006
ASV10295	ASV1103613
ASV10296	ASV1103613
ASV10303	ASV3240202
ASV10304	ASV3240221
ASV10461	ASV3237172
ASV10473	ASV3237302
ASV10555	ASV3238099
ASV10556	ASV3238099
ASV10561	ASV3238099
ASV10563	ASV3238210
ASV10564	ASV3238099
ASV10565	ASV3238099
ASV10610	ASV1042363
ASV110652	ASV3236238
ASV110699	ASV3236238
ASV110802	ASV13724
ASV111032	ASV1103513
ASV111155	ASV3236283
ASV111190	ASV3236300
ASV111193	ASV3236300
ASV111197	ASV3236300
ASV111198	ASV3236300
ASV111199	ASV3236300
ASV111200	ASV3236300
ASV111201	ASV3236300
ASV111249	ASV3236313
ASV111466	ASV111465
ASV111467	ASV111465
ASV11999	ASV123028
ASV12000	ASV123028
ASV12003	ASV128842
ASV12016	ASV129748
ASV12017	ASV129748
ASV12018	ASV129748
ASV12020	ASV129748
ASV12021	ASV129748
ASV12025	ASV699632
ASV12027	ASV699632
ASV12028	ASV1103613
ASV12031	ASV3240139
ASV12035	ASV3240221
ASV12238	ASV68200
ASV12381	ASV3238099
ASV12383	ASV3238099
ASV12384	ASV3238210
ASV1240	ASV40441
ASV1241	ASV40441
ASV127950	ASV3236406
ASV128765	ASV1103566
ASV128772	ASV1103566
ASV128858	ASV128842
ASV128956	ASV3236503
ASV128960	ASV3236503
ASV129031	ASV1103579
ASV129067	ASV3236515
ASV129737	ASV129748
ASV129899	ASV123081
ASV129910	ASV25088
ASV129916	ASV25088
ASV130137	ASV699632
ASV130460	ASV3240207
ASV130470	ASV3240207
ASV1340	ASV1103513
ASV1341	ASV129748
ASV1350	ASV3237172
ASV1360	ASV3238099
ASV1361	ASV3238099
ASV1362	ASV3238168
ASV137461	ASV1104477
ASV137463	ASV1104477
ASV141136	ASV3237172
ASV14120	ASV3236217
ASV14121	ASV101839
ASV14122	ASV3236225
ASV14123	ASV3236231
ASV14124	ASV3236238
ASV14126	ASV3236246
ASV14127	ASV1103513
ASV14132	ASV10242
