sample_id	h0	h1	h2
ERS3645020	210.0	57.48875791816568	27.25823809068461
ERS3645021	228.0	53.09170464583094	22.575310480637317
ERS3645022	41.0	6.565638037845862	4.039700841875479
ERS3645023	261.0	64.90051321734471	33.998970773797986
ERS3645024	137.0	39.327219262863665	20.54936411736183
ERS3645025	212.0	39.18100635359218	19.212819314589144
ERS3645026	113.0	34.490162285686516	18.406765911733487
ERS3645027	158.0	56.10313096057009	27.357068758159997
ERS3645028	87.0	18.990173802651103	7.819909804847723
ERS3645029	164.0	34.3951622962271	16.867038924253826
ERS3645030	162.0	48.722779158441455	24.89659765378339
ERS3645031	284.0	75.73761744276172	34.814375869729076
ERS3645032	169.0	25.395056744016173	11.209850652894866
ERS3645033	111.0	30.823530932002537	18.552577101834842
ERS3645034	209.0	72.43381574621475	35.061345255130675
ERS3645035	138.0	26.176856305595912	7.4436868630838005
ERS3645036	167.0	44.19016598219186	25.458482104578362
ERS3645037	92.0	17.88365869515267	8.921451522163641
ERS3645038	195.0	47.02086393056964	24.61293453786699
ERS3645039	205.0	56.67549632365809	29.67018601055742
ERS3645040	173.0	44.9790196837382	20.955091203112726
ERS3645041	189.0	37.10553674078304	14.58968399703912
ERS3645042	163.0	53.122428752396885	26.922614027799437
ERS3645043	144.0	56.73220626032971	29.740688667854048
ERS3645044	214.0	32.65517738545088	9.753113503537415
ERS3645045	134.0	36.05793456807291	19.2799469584333
ERS3645046	84.0	21.290505902004092	11.759565279721762
ERS3645047	217.0	56.47452309276368	26.740562710321168
ERS3645048	230.0	68.59668554478286	34.93778872423393
ERS3645049	135.0	36.84639989642764	22.475042292708892
ERS3645050	132.0	46.6805938892759	24.46661096082896
ERS3645051	144.0	61.43575407503825	38.53723581623157
ERS3645052	152.0	22.739146489675576	7.504437153627563
ERS3645053	82.0	15.282512240815612	7.958619753951679
ERS3645054	104.0	33.6252443154012	20.043354790839395
ERS3645055	254.0	87.20788653997963	54.422521226047515
ERS3645056	165.0	25.700263294848696	11.991472659777795
ERS3645057	226.0	68.6344745610028	41.05309263237775
ERS3645058	106.0	31.7516442952244	20.63512089546123
ERS3645059	104.0	26.611145964697787	14.31029979185602
ERS3645060	88.0	26.431720742859195	14.266842012781636
ERS3645061	239.0	59.69194131434631	28.447007898802394
ERS3645062	66.0	14.894179611654506	8.569677256732536
ERS3645063	163.0	35.97515641131404	16.818176747419443
ERS3645064	191.0	46.328142024023386	22.935412090831004
ERS3645065	149.0	25.852612142759547	13.295052205996083
ERS3645066	259.0	59.319262523228424	25.41090561816407
ERS3645067	183.0	39.50625163713156	17.190769169121634
ERS3645068	228.0	73.78363352973851	34.0139111921241
ERS3645069	92.0	25.96568112370275	14.259134425077855
ERS3645070	239.0	68.62916430842586	35.317541761536916
ERS3645071	110.0	24.689917451229604	12.671084726379288
ERS3645072	132.0	26.78702456695167	13.118578358690296
ERS3645073	220.0	42.923555555933795	20.08482938386616
ERS3645074	151.0	29.205229389052555	15.739261725231744
ERS3645075	225.0	70.5573969118642	36.14876694722785
ERS3645076	220.0	50.87578700980561	22.406209381401588
ERS3645077	185.0	64.56116326470308	33.80682315497217
ERS3645078	111.0	32.373793715719295	19.04504485552968
ERS3645079	69.0	9.586648432208385	4.318938636028524
ERS3645080	181.0	44.96544316950672	17.40801326077604
ERS3645081	209.0	61.5552334431819	36.291687730186666
ERS3645082	153.0	46.910305998064906	20.42755883573362
ERS3645083	137.0	28.781853303012	15.6219071177954
ERS3645084	96.0	30.69482737341753	16.155149713126026
ERS3645085	131.0	56.290188576553255	32.377973429680985
ERS3645086	142.0	33.392142604355826	16.11693698810866
ERS3645087	152.0	35.785174593529405	16.37099713863398
ERS3645088	119.0	19.592491646825167	8.185092304001008
ERS3645089	99.0	20.84864290498423	9.92855658101859
ERS3645090	103.0	32.996512734918866	17.407235612214286
ERS3645091	191.0	40.16893624067882	19.303423057625018
ERS3645092	143.0	46.51198450868983	17.078844836014802
ERS3645093	216.0	60.43875188444173	30.841112315461057
ERS3645094	163.0	24.941054791034748	8.874732729833616
ERS3645095	277.0	70.80858437167443	30.947355099213084
ERS3645096	204.0	44.42575953182255	18.041410362878548
ERS3645097	127.0	17.765309827931922	7.099663964588913
ERS3645098	155.0	38.8778869839796	21.806703266156703
ERS3645099	125.0	28.6819487908002	14.13297011094643
ERS3645100	146.0	40.96638173758106	22.076179553859525
ERS3645101	188.0	50.201825979504974	28.141287400326952
ERS3645102	314.0	73.20846987870758	22.277191004424786
ERS3645103	164.0	28.430366190892798	11.712489509210382
ERS3645104	252.0	77.37899744233493	39.777837609323406
ERS3645105	144.0	29.647101951834507	11.080413785947385
ERS3645106	108.0	35.56970797815324	20.97936398903673
ERS3645107	130.0	27.99423039375686	13.294517895527255
ERS3645108	158.0	35.174124057877556	16.431742268315116
ERS3645109	231.0	74.11487322747848	38.0666603064055
ERS3645110	271.0	81.39566974868528	39.58227750721877
ERS3645111	58.0	13.026808270994941	8.02269376994158
ERS3645112	68.0	15.160449768391514	9.511573115126605
ERS3645113	131.0	27.139027399792365	11.177090757749179
ERS3645114	218.0	52.0853858880579	23.648349825144695
ERS3645115	183.0	35.12546500093336	15.32843696058869
ERS3645116	213.0	32.12228906399674	10.977134039764616
ERS3645117	109.0	20.19563315314929	9.880176463319627
ERS3645118	211.0	53.22868224965177	27.331656730063635
ERS3645119	118.0	23.682643306462108	11.595065609513535
ERS3645120	231.0	49.836326898555285	21.035183787253114
ERS3645121	116.0	23.32562795337438	8.588074969075224
ERS3645122	166.0	46.35021845233949	25.72563583784151
ERS3645123	164.0	28.711530028342075	11.788433796347018
ERS3645124	181.0	38.828378258528375	14.636734336057007
ERS3645125	232.0	55.4712775952437	23.572415467215418
ERS3645126	174.0	39.96513710440424	19.5230883352947
ERS3645127	174.0	31.847998864057846	11.382960308604572
ERS3645128	102.0	25.74546922618877	13.672939893553893
ERS3645129	90.0	19.68287193463245	10.125722002890369
ERS3645130	73.0	15.566134393203958	9.302111802863289
ERS3645131	219.0	68.59511477330153	36.76285511077642
ERS3645132	150.0	31.852371346821	13.399474241851511
ERS3645133	118.0	29.47250386325044	14.832989677504397
ERS3645134	82.0	25.053703817169474	16.69243630833679
ERS3645135	161.0	34.25184363459752	13.648274913151253
ERS3645136	169.0	32.901314441900396	14.994417163861664
ERS3645137	129.0	28.856666821050418	12.85270739602336
ERS3645138	137.0	29.089740980362613	14.4197008661016
ERS3645139	214.0	56.64262714570155	30.174356873203973
ERS3645140	198.0	61.06698880978748	27.05483186397886
ERS3645141	241.0	56.91848399594365	28.82865896575532
ERS3645142	158.0	38.84901236497539	18.71797824451808
ERS3645143	84.0	13.938294198774416	6.3258354146183216
ERS3645144	118.0	30.85932200858071	17.12024287565109
ERS3645145	126.0	27.471340931615124	11.436722436628596
ERS3645146	159.0	33.69192224168193	13.805495037906223
ERS3645147	290.0	84.64443113081903	36.539934017065676
ERS3645148	79.0	19.62313821042481	10.92321541939385
ERS3645149	248.0	69.7135188513965	29.13679909856929
ERS3645150	88.0	30.14556498117093	21.41647123249141
ERS3645151	58.0	11.052566957906409	4.56752844207824
ERS3645152	103.0	23.80336505621383	11.41625470224831
ERS3645153	173.0	56.691105988646925	26.172103401156413
ERS3645154	242.0	69.06921496189561	33.10915346900639
ERS3645155	177.0	46.561666223003584	23.03798260228685
ERS3645156	116.0	14.674895750122307	6.609716705337491
ERS3645157	208.0	48.269254686158085	21.527956538232278
ERS3645158	159.0	28.349541965942624	11.415766090111537
ERS3645159	161.0	31.98283429417301	15.830844157324993
ERS3645160	154.0	37.66222090984361	19.679938291779763
ERS3645161	147.0	37.57760235323779	18.323374927124572
ERS3645162	207.0	42.23286994602745	18.67450107636927
ERS3645163	257.0	64.28679944545434	34.48871218129628
ERS3645164	168.0	48.343447282854676	23.08663465278175
ERS3645165	154.0	29.48051127774162	12.96990650059843
ERS3645166	103.0	19.43552419562156	10.72676957002189
ERS3645167	107.0	28.215813941246804	15.873928485761256
ERS3645168	47.0	12.441299022843083	8.138028981636568
ERS3645169	57.0	13.276981520300277	7.966620576518439
ERS3645170	103.0	16.701588489001523	7.837137949441212
ERS3645171	187.0	43.00211429524604	20.042645016908757
ERS3645172	116.0	37.236162173912675	23.372913342363915
ERS3645173	159.0	48.71253689194959	25.998326420647544
ERS3645174	105.0	24.879205503690837	12.002958805568703
ERS3645175	137.0	23.730484772413824	10.98796393863778
ERS3645176	91.0	24.583474847746054	13.606045772504144
ERS3645177	205.0	58.69084157455361	29.077529700109952
ERS3645178	233.0	98.15920256240868	57.91120025477602
ERS3645179	116.0	21.009326642706306	10.874291264552559
ERS3645180	141.0	30.470319345118387	12.84471216253563
ERS3645181	68.0	18.54198980666641	9.9204930525273
ERS3645182	117.0	24.679494131448394	12.976744861111946
ERS3645183	172.0	32.055508280376856	11.583563179190786
